Name,Set code,Set name,Collector number,Foil,Rarity,Quantity,ManaBox ID,Scryfall ID,Purchase price,Misprint,Altered,Condition,Language,Purchase price currency,Added 
Syphon Essence,VOW,Innistrad: Crimson Vow,84,normal,common,2,64173,435a2d31-ac2c-45aa-8369-6c2d6fbba4e4,0.33,false,false,near_mint,en,AUD,2026-09-06T21:03:05.815Z
Stitched Assistant,VOW,Innistrad: Crimson Vow,81,normal,common,2,64399,c1debb8c-d5e0-49e5-ab27-2d50e6f9d8d2,0.32,false,false,near_mint,en,AUD,2026-09-06T21:03:05.817Z
Fierce Retribution,VOW,Innistrad: Crimson Vow,13,normal,common,2,64324,9597b163-5c6b-4f64-b1f1-5f1fa2e23e5d,0.19,false,false,near_mint,en,AUD,2026-09-06T21:03:05.818Z
Drogskol Infantry // Drogskol Armaments,VOW,Innistrad: Crimson Vow,10,normal,common,2,64483,f88e269e-ff3d-4775-8520-5b7a6dddf23d,0.22,false,false,near_mint,en,AUD,2026-09-06T21:03:05.820Z
Bride's Gown,VOW,Innistrad: Crimson Vow,4,normal,uncommon,2,64377,b3e5dbbe-ca99-41a5-901d-511b9f3ccea6,0.36,false,false,near_mint,en,AUD,2026-09-06T21:03:05.824Z
Unholy Officiant,VOW,Innistrad: Crimson Vow,286,normal,common,2,64266,722b6cc7-16f2-43cd-bac6-42f5e7962d99,0.15,false,false,near_mint,en,AUD,2026-09-06T21:03:05.827Z
Piercing Light,VOW,Innistrad: Crimson Vow,30,normal,common,2,64219,54cc4e2b-1497-4788-afb4-9e42b7683b5a,0.11,false,false,near_mint,en,AUD,2026-09-06T21:03:05.831Z
Evolving Wilds,VOW,Innistrad: Crimson Vow,263,normal,common,2,64453,e80fe230-745d-42ae-a1f5-a8cc950783d0,0.36,false,false,near_mint,en,AUD,2026-09-06T21:03:05.833Z
Dreadlight Monstrosity,VOW,Innistrad: Crimson Vow,57,normal,common,2,64105,16345278-7565-406b-a958-835081082bc8,0.28,false,false,near_mint,en,AUD,2026-09-06T21:03:05.834Z
Scattered Thoughts,VOW,Innistrad: Crimson Vow,74,normal,common,2,64436,dc5c6675-6e0f-427d-9399-a6e7fc6215f1,0.36,false,false,near_mint,en,AUD,2026-09-06T21:03:05.837Z
Estwald Shieldbasher,VOW,Innistrad: Crimson Vow,11,normal,common,2,64239,61c7d889-8cc0-4e80-b6d5-d41961820224,0.14,false,false,near_mint,en,AUD,2026-09-06T21:03:05.839Z
Sigarda's Imprisonment,VOW,Innistrad: Crimson Vow,35,normal,common,2,64097,118995a6-8471-47ac-9404-700ce7fc46f6,0.21,false,false,near_mint,en,AUD,2026-09-06T21:03:05.840Z
Child of the Pack // Savage Packmate,VOW,Innistrad: Crimson Vow,234,normal,uncommon,2,64414,cb168e3c-2c78-4e70-a39b-06aa6a47998c,0.5,false,false,near_mint,en,AUD,2026-09-06T21:03:05.841Z
Ceremonial Knife,VOW,Innistrad: Crimson Vow,254,normal,common,2,64335,9ccb4b1e-ef8f-4c5f-8b5b-6148455442f7,0.29,false,false,near_mint,en,AUD,2026-09-06T21:03:05.842Z
Wedding Invitation,VOW,Innistrad: Crimson Vow,260,normal,common,2,64438,ddc22ff6-4081-47ce-bc8a-e063f5f4d044,0.37,false,false,near_mint,en,AUD,2026-09-06T21:03:05.846Z
Kindly Ancestor // Ancestor's Embrace,VOW,Innistrad: Crimson Vow,22,normal,common,3,64129,25193485-7f41-4b05-9a69-4c112679f97c,0.24,false,false,near_mint,en,AUD,2026-09-06T21:03:05.852Z
Militia Rallier,VOW,Innistrad: Crimson Vow,24,normal,common,2,64206,51b3ff40-3185-4369-985e-17613bb6ad22,0.21,false,false,near_mint,en,AUD,2026-09-06T21:03:05.853Z
Arm the Cathars,VOW,Innistrad: Crimson Vow,3,normal,uncommon,2,64121,2004a20c-e434-4691-8ef2-740846ce6a51,0.24,false,false,near_mint,en,AUD,2026-09-06T21:03:05.859Z
Vampire Slayer,VOW,Innistrad: Crimson Vow,43,normal,common,2,64363,a8f6f03b-5a4e-4532-9c9e-24c75df2769f,0.12,false,false,near_mint,en,AUD,2026-09-06T21:03:05.861Z
Sanctify,VOW,Innistrad: Crimson Vow,33,normal,common,2,64300,880e071a-6d6c-41c4-b2eb-c9e6626d0c7f,0.33,false,false,near_mint,en,AUD,2026-09-06T21:03:05.863Z
Parish-Blade Trainee,VOW,Innistrad: Crimson Vow,29,normal,common,2,64329,9845cdf2-e5ba-44a0-8136-72a1eb03a6a1,0.29,false,false,near_mint,en,AUD,2026-09-06T21:03:05.865Z
Nurturing Presence,VOW,Innistrad: Crimson Vow,26,normal,common,2,64156,35e109ea-8b86-4432-b15e-5a6201caf2aa,0.22,false,false,near_mint,en,AUD,2026-09-06T21:03:05.868Z
Heron-Blessed Geist,VOW,Innistrad: Crimson Vow,19,normal,common,2,64293,83bacf4a-4e99-4008-97e4-3a82dddd4e45,0.15,false,false,near_mint,en,AUD,2026-09-06T21:03:05.872Z
Supernatural Rescue,VOW,Innistrad: Crimson Vow,37,normal,common,2,64326,960ca69c-916d-4af3-82a4-5f6fb614d6a4,0.24,false,false,near_mint,en,AUD,2026-09-06T21:03:05.875Z
Gryffwing Cavalry,VOW,Innistrad: Crimson Vow,16,normal,uncommon,2,64273,792d5b41-27f3-455b-890e-a1771944fc7d,0.19,false,false,near_mint,en,AUD,2026-09-06T21:03:05.878Z
Cartographer's Survey,VOW,Innistrad: Crimson Vow,190,normal,uncommon,2,64384,b9a41cfc-f329-4e69-a785-835f69c7d2ba,0.19,false,false,near_mint,en,AUD,2026-09-06T21:03:05.881Z
Hookhand Mariner // Riphook Raider,VOW,Innistrad: Crimson Vow,203,normal,common,2,64218,54a4b031-0919-44aa-a35e-68da7a27235a,0.25,false,false,near_mint,en,AUD,2026-09-06T21:03:05.883Z
Weary Prisoner // Wrathful Jailbreaker,VOW,Innistrad: Crimson Vow,184,normal,common,2,64448,e641467b-ac2e-4d29-aed7-5cc227c3b1ce,0.32,false,false,near_mint,en,AUD,2026-09-06T21:03:05.886Z
Flourishing Hunter,VOW,Innistrad: Crimson Vow,199,normal,common,2,64140,2abc54df-773d-4f46-b241-e1f42af8ab95,0.33,false,false,near_mint,en,AUD,2026-09-06T21:03:05.890Z
Moldgraf Millipede,VOW,Innistrad: Crimson Vow,209,normal,common,2,64208,5252ea27-63d1-4b80-beae-8e016373d004,0.4,false,false,near_mint,en,AUD,2026-09-06T21:03:05.892Z
Chill of the Grave,VOW,Innistrad: Crimson Vow,51,normal,common,2,64235,60222e91-a688-4113-a8c2-ab08f52bb6e1,0.15,false,false,near_mint,en,AUD,2026-09-06T21:03:05.897Z
Rune of Speed,KHM,Kaldheim,148,normal,uncommon,1,56856,47faee66-b274-466a-890e-bb396dda943d,0.39,false,false,near_mint,en,AUD,2026-09-07T11:20:44.740Z
Immersturm Skullcairn,KHM,Kaldheim,263,normal,uncommon,1,56759,12ed97de-736d-43d8-977b-308ac54f88f4,0.33,false,false,near_mint,en,AUD,2026-09-07T11:20:44.749Z
"Svella, Ice Shaper",KHM,Kaldheim,331,normal,uncommon,1,56898,5ec553af-5254-4812-bb68-cd6d853f693a,0.22,false,false,near_mint,en,AUD,2026-09-07T11:20:44.766Z
"Svella, Ice Shaper",KHM,Kaldheim,230,normal,uncommon,1,57025,a7054d48-5ed3-43a1-85e5-9f306b081b4f,0.39,false,false,near_mint,en,AUD,2026-09-07T11:20:44.767Z
Moritte of the Frost,KHM,Kaldheim,223,normal,uncommon,1,56785,22fdbe71-abca-4e48-99b2-1cb6b35d930b,0.46,false,false,near_mint,en,AUD,2026-09-07T11:20:44.774Z
The Three Seasons,KHM,Kaldheim,231,normal,uncommon,1,56857,48ce03b3-ec7c-46df-b89a-55405f3b5245,0.33,false,false,near_mint,en,AUD,2026-09-07T11:20:44.775Z
Vengeful Reaper,KHM,Kaldheim,116,normal,uncommon,1,56960,854c99fd-71ba-40b7-98cf-b783f01a77b4,0.33,false,false,near_mint,en,AUD,2026-09-07T11:20:44.801Z
Hailstorm Valkyrie,KHM,Kaldheim,97,normal,uncommon,1,57022,a5a272b3-aaab-4c98-86a8-85c67a5f3d4d,0.36,false,false,near_mint,en,AUD,2026-09-07T11:20:44.806Z
Inga Rune-Eyes,KHM,Kaldheim,64,normal,uncommon,1,56906,62a6f095-5beb-42a8-af8f-d40eef27150e,0.14,false,false,near_mint,en,AUD,2026-09-07T11:20:44.815Z
Inga Rune-Eyes,KHM,Kaldheim,304,normal,uncommon,1,57098,d2d1b1a2-3861-4fbb-955b-4f3f8fcca9a7,0.24,false,false,near_mint,en,AUD,2026-09-07T11:20:44.817Z
Strategic Planning,KHM,Kaldheim,77,normal,common,2,56797,29306305-cb71-4fef-bf86-f5deb4e7e561,0.28,false,false,near_mint,en,AUD,2026-09-07T11:20:44.829Z
Rune of Flight,KHM,Kaldheim,75,normal,uncommon,2,57100,d5c1a271-2107-462a-9d4a-9c7fbcfa8d77,0.25,false,false,near_mint,en,AUD,2026-09-07T11:20:44.830Z
Draugr's Helm,KHM,Kaldheim,88,normal,uncommon,1,57171,fd4aade3-b1e3-43d1-b4a8-6b55ecdb4327,0.32,false,false,near_mint,en,AUD,2026-09-07T11:20:44.841Z
Doomskar Titan,KHM,Kaldheim,130,normal,uncommon,2,57019,a4e125e4-103f-4a68-b85f-1382646da71e,0.22,false,false,near_mint,en,AUD,2026-09-07T11:20:44.878Z
Bound in Gold,KHM,Kaldheim,5,normal,common,2,56738,074d526a-1eef-4045-bd38-f6d68c4bc4b9,0.33,false,false,near_mint,en,AUD,2026-09-07T11:20:44.880Z
Crush the Weak,KHM,Kaldheim,128,normal,uncommon,3,56965,875a20c2-1d17-46ea-b4d2-3e70bc05aae3,0.35,false,false,near_mint,en,AUD,2026-09-07T11:20:44.734Z
Breakneck Berserker,KHM,Kaldheim,124,normal,common,2,57102,d6eb23c9-6061-4ad1-a8f3-2c791c49f352,0.18,false,false,near_mint,en,AUD,2026-09-07T11:20:44.736Z
Vault Robber,KHM,Kaldheim,158,normal,common,2,56939,74f68014-489d-4f51-a959-0f335541cb4e,0.35,false,false,near_mint,en,AUD,2026-09-07T11:20:44.738Z
Run Amok,KHM,Kaldheim,147,normal,common,2,56845,44c8136f-2826-476c-a103-7094670506a6,0.33,false,false,near_mint,en,AUD,2026-09-07T11:20:44.741Z
Skemfar Elderhall,KHM,Kaldheim,268,normal,uncommon,2,56958,82c2a0f7-0f53-4627-8be8-227fde331a69,0.37,false,false,near_mint,en,AUD,2026-09-07T11:20:44.743Z
Surtland Frostpyre,KHM,Kaldheim,271,normal,uncommon,2,56744,0b02149a-4a8f-4be9-9944-3d216248b549,0.3,false,false,near_mint,en,AUD,2026-09-07T11:20:44.745Z
Gnottvold Slumbermound,KHM,Kaldheim,258,normal,uncommon,2,56937,735470df-65d8-43e9-837e-4869c8e4f052,0.32,false,false,near_mint,en,AUD,2026-09-07T11:20:44.747Z
Gates of Istfell,KHM,Kaldheim,256,normal,uncommon,2,56792,2627acb7-57d9-4429-9bc5-e7dd444d8d48,0.33,false,false,near_mint,en,AUD,2026-09-07T11:20:44.750Z
Shimmerdrift Vale,KHM,Kaldheim,267,normal,common,2,57143,f09d98db-0176-41a7-b99b-ead29876cdab,0.3,false,false,near_mint,en,AUD,2026-09-07T11:20:44.752Z
Scorn Effigy,KHM,Kaldheim,246,normal,common,2,56870,4fa13084-3e68-49f4-8cc9-6d02286fd150,0.39,false,false,near_mint,en,AUD,2026-09-07T11:20:44.754Z
Runed Crown,KHM,Kaldheim,245,normal,uncommon,2,56775,1ef89770-2dbb-4a57-99f7-191591bb8e38,0.22,false,false,near_mint,en,AUD,2026-09-07T11:20:44.756Z
Raiders' Karve,KHM,Kaldheim,242,normal,common,2,57154,f572cbb1-49ee-4c95-90a3-82704cf92454,0.26,false,false,near_mint,en,AUD,2026-09-07T11:20:44.758Z
Raven Wings,KHM,Kaldheim,243,normal,common,2,56902,60916ebe-6d84-4873-bd91-351bbe219c57,0.26,false,false,near_mint,en,AUD,2026-09-07T11:20:44.760Z
Funeral Longboat,KHM,Kaldheim,238,normal,common,2,56851,45c48042-178f-432e-9eee-10bfa1e0795f,0.17,false,false,near_mint,en,AUD,2026-09-07T11:20:44.762Z
Colossal Plow,KHM,Kaldheim,236,normal,uncommon,2,57169,fba3fe29-067f-4c7e-8b3b-779f3b37712a,0.35,false,false,near_mint,en,AUD,2026-09-07T11:20:44.764Z
Arni Slays the Troll,KHM,Kaldheim,201,normal,uncommon,2,57097,d18396f9-ae20-4471-84ab-a2148319bc39,0.39,false,false,near_mint,en,AUD,2026-09-07T11:20:44.768Z
"Harald, King of Skemfar",KHM,Kaldheim,323,normal,uncommon,2,56979,8fc37772-7052-46a9-a34e-f982331595a3,0.3,false,false,near_mint,en,AUD,2026-09-07T11:20:44.770Z
Kardur's Vicious Return,KHM,Kaldheim,217,normal,uncommon,2,56787,233e4774-e701-42d9-aa25-e7e06c14e43d,0.33,false,false,near_mint,en,AUD,2026-09-07T11:20:44.772Z
Invasion of the Giants,KHM,Kaldheim,215,normal,uncommon,2,56953,7f5075a0-c72a-474c-937c-95dc9205d14f,0.35,false,false,near_mint,en,AUD,2026-09-07T11:20:44.776Z
"Aegar, the Freezing Flame",KHM,Kaldheim,200,normal,uncommon,2,56912,68011f60-6202-48f4-8255-fb94764e2951,0.33,false,false,near_mint,en,AUD,2026-09-07T11:20:44.778Z
The Trickster-God's Heist,KHM,Kaldheim,232,normal,uncommon,2,56861,4aa19a68-0d71-4123-a64d-8cb76f93cd74,0.25,false,false,near_mint,en,AUD,2026-09-07T11:20:44.780Z
Immersturm Raider,KHM,Kaldheim,141,normal,common,2,56944,77da4de2-4d34-40e5-8fc0-850aef05356b,0.33,false,false,near_mint,en,AUD,2026-09-07T11:20:44.782Z
Frenzied Raider,KHM,Kaldheim,137,normal,uncommon,2,56783,22c59e0b-5b78-4cf5-9c2a-92ccf833778f,0.15,false,false,near_mint,en,AUD,2026-09-07T11:20:44.784Z
Axgard Cavalry,KHM,Kaldheim,121,normal,common,3,56789,2411c341-a470-4484-9248-7c1d3ca12978,0.15,false,false,near_mint,en,AUD,2026-09-07T11:20:44.786Z
Tormentor's Helm,KHM,Kaldheim,155,normal,common,2,56786,2318d4f8-309e-4645-b6d1-46572edd6996,0.28,false,false,near_mint,en,AUD,2026-09-07T11:20:44.789Z
Frost Bite,KHM,Kaldheim,138,normal,common,2,56986,9423318a-c5a8-48d2-92f5-280d15a050a6,0.24,false,false,near_mint,en,AUD,2026-09-07T11:20:44.791Z
Fearless Pup,KHM,Kaldheim,136,normal,common,2,56753,0eba2250-0e9b-46fd-a4b5-23f30329e063,0.32,false,false,near_mint,en,AUD,2026-09-07T11:20:44.793Z
Dread Rider,KHM,Kaldheim,89,normal,common,2,56777,205eb029-68a0-4895-b142-2eb09987b5cb,0.15,false,false,near_mint,en,AUD,2026-09-07T11:20:44.795Z
Tergrid's Shadow,KHM,Kaldheim,113,normal,uncommon,2,56839,417f71d2-d7da-4279-8847-d27c67e9ea9d,0.3,false,false,near_mint,en,AUD,2026-09-07T11:20:44.797Z
Karfell Kennel-Master,KHM,Kaldheim,101,normal,common,2,57156,f670c380-6faa-42ec-ab41-6be8137169b2,0.18,false,false,near_mint,en,AUD,2026-09-07T11:20:44.799Z
Skull Raid,KHM,Kaldheim,111,normal,common,2,56849,4589c520-4db3-47bf-bfb2-5d7e02ede4bf,0.21,false,false,near_mint,en,AUD,2026-09-07T11:20:44.802Z
Jarl of the Forsaken,KHM,Kaldheim,100,normal,common,2,57155,f5b12c6c-c3d6-4b8a-bed4-d61f67f565b9,0.21,false,false,near_mint,en,AUD,2026-09-07T11:20:44.804Z
Feed the Serpent,KHM,Kaldheim,95,normal,common,2,56997,99a1a75b-20cf-4db9-a244-cc54411446c4,0.33,false,false,near_mint,en,AUD,2026-09-07T11:20:44.807Z
Draugr Recruiter,KHM,Kaldheim,87,normal,common,2,56918,6b0fe66b-0067-4e5c-9b3a-b014b2f0daf2,0.17,false,false,near_mint,en,AUD,2026-09-07T11:20:44.809Z
Dogged Pursuit,KHM,Kaldheim,85,normal,common,2,56903,60f6a159-b969-4767-802e-409f8bf286fe,0.33,false,false,near_mint,en,AUD,2026-09-07T11:20:44.811Z
Berg Strider,KHM,Kaldheim,47,normal,common,2,57149,f3567bdc-450e-4481-9349-a80fe52fe431,0.33,false,false,near_mint,en,AUD,2026-09-07T11:20:44.813Z
Littjara Kinseekers,KHM,Kaldheim,66,normal,common,2,57072,c119f836-0707-49e2-b6d4-25f849d054a4,0.32,false,false,near_mint,en,AUD,2026-09-07T11:20:44.814Z
Frostpeak Yeti,KHM,Kaldheim,57,normal,common,2,56836,3f406ce3-dce1-42d3-b76c-8e8c4b2770cb,0.32,false,false,near_mint,en,AUD,2026-09-07T11:20:44.816Z
Augury Raven,KHM,Kaldheim,44,normal,common,2,57031,a9947cfd-91d6-479e-a7f6-2a2050f020f3,0.28,false,false,near_mint,en,AUD,2026-09-07T11:20:44.819Z
Saw It Coming,KHM,Kaldheim,76,normal,uncommon,2,56967,877a1bb9-5eae-453a-bec0-a9de20ea6815,0.5,false,false,near_mint,en,AUD,2026-09-07T11:20:44.820Z
Mistwalker,KHM,Kaldheim,68,normal,common,2,56984,92f64b49-327c-473b-a492-f020a322aed7,0.33,false,false,near_mint,en,AUD,2026-09-07T11:20:44.823Z
Icebind Pillar,KHM,Kaldheim,62,normal,uncommon,2,57015,a3152f1f-5d3f-4bc4-9b6f-f2983ab3f691,0.36,false,false,near_mint,en,AUD,2026-09-07T11:20:44.825Z
Draugr Thought-Thief,KHM,Kaldheim,55,normal,common,2,56812,31da60a2-d4d3-4954-be59-c7ff61fa2905,0.15,false,false,near_mint,en,AUD,2026-09-07T11:20:44.826Z
Koma's Faithful,KHM,Kaldheim,102,normal,common,2,57040,af0f1a90-af64-4122-9c1a-954edf8fa240,0.21,false,false,near_mint,en,AUD,2026-09-07T11:20:44.831Z
Infernal Pet,KHM,Kaldheim,99,normal,common,2,56956,80340582-655b-4bf1-88fb-14bcbe17aa04,0.14,false,false,near_mint,en,AUD,2026-09-07T11:20:44.833Z
Withercrown,KHM,Kaldheim,119,normal,common,2,56887,597fe119-64a7-4499-8b69-738af5a71a20,0.24,false,false,near_mint,en,AUD,2026-09-07T11:20:44.835Z
Rune of Mortality,KHM,Kaldheim,108,normal,uncommon,2,56927,6f75a5e5-70df-49c3-abe1-8cc6975f5171,0.3,false,false,near_mint,en,AUD,2026-09-07T11:20:44.837Z
Priest of the Haunted Edge,KHM,Kaldheim,104,normal,common,2,56746,0cde0f4d-5acc-4a25-a3d6-c6b9b734360c,0.24,false,false,near_mint,en,AUD,2026-09-07T11:20:44.839Z
Deathknell Berserker,KHM,Kaldheim,83,normal,common,2,57164,f9f2029f-ffda-4374-9a78-79866ac23fca,0.26,false,false,near_mint,en,AUD,2026-09-07T11:20:44.842Z
Bloodsky Berserker,KHM,Kaldheim,80,normal,uncommon,2,57023,a6308a53-de07-4ed9-80a1-3579843466c2,0.32,false,false,near_mint,en,AUD,2026-09-07T11:20:44.844Z
Weigh Down,KHM,Kaldheim,118,normal,common,2,56929,6ffa795d-2211-49b0-a6df-812599758f7b,0.14,false,false,near_mint,en,AUD,2026-09-07T11:20:44.846Z
Duskwielder,KHM,Kaldheim,91,normal,common,2,56890,5b5490b8-5652-40f5-8678-e1263ef69b5a,0.39,false,false,near_mint,en,AUD,2026-09-07T11:20:44.848Z
Undersea Invader,KHM,Kaldheim,78,normal,common,2,56881,550c745b-64e8-4d20-9cf0-024248ddbd57,0.11,false,false,near_mint,en,AUD,2026-09-07T11:20:44.850Z
Run Ashore,KHM,Kaldheim,74,normal,common,2,56949,7eed5a2d-d7a4-4f64-a96b-04c5d4206c5a,0.15,false,false,near_mint,en,AUD,2026-09-07T11:20:44.852Z
Frostpyre Arcanist,KHM,Kaldheim,58,normal,uncommon,2,56794,276f8abd-4d39-4b50-876f-9c6713bc4ab5,0.24,false,false,near_mint,en,AUD,2026-09-07T11:20:44.853Z
Spectral Steel,KHM,Kaldheim,30,normal,uncommon,2,57094,cf036489-ef9e-40ee-a1bb-24ee37c554f1,0.39,false,false,near_mint,en,AUD,2026-09-07T11:20:44.858Z
Revitalize,KHM,Kaldheim,23,normal,common,2,56826,3a9fb75e-c8e5-417b-83d4-5105af9c66c1,0.42,false,false,near_mint,en,AUD,2026-09-07T11:20:44.860Z
Giant Ox,KHM,Kaldheim,11,normal,common,2,57170,fc71d8ca-c613-4534-bc9d-bc1e13202a2c,0.43,false,false,near_mint,en,AUD,2026-09-07T11:20:44.862Z
Divine Gambit,KHM,Kaldheim,8,normal,uncommon,2,56916,696a8c12-4a1f-4b96-a921-538fa1a2de43,0.32,false,false,near_mint,en,AUD,2026-09-07T11:20:44.864Z
Beskir Shieldmate,KHM,Kaldheim,4,normal,common,2,57116,dfc1df84-9c47-444b-9d58-d9c7bed51c66,0.19,false,false,near_mint,en,AUD,2026-09-07T11:20:44.866Z
Wings of the Cosmos,KHM,Kaldheim,39,normal,common,2,57101,d6b26c95-f90d-43fb-8c99-2a3aa13ac2c6,0.39,false,false,near_mint,en,AUD,2026-09-07T11:20:44.868Z
Valor of the Worthy,KHM,Kaldheim,37,normal,common,2,56959,83632e73-be3f-43fc-932f-45cb1af4f8fb,0.39,false,false,near_mint,en,AUD,2026-09-07T11:20:44.870Z
Usher of the Fallen,KHM,Kaldheim,35,normal,uncommon,2,56791,24e58478-c6a8-4f86-854a-a489c99bd777,0.29,false,false,near_mint,en,AUD,2026-09-07T11:20:44.872Z
Codespell Cleric,KHM,Kaldheim,7,normal,common,2,56761,1316a74e-da55-4668-87f2-98389a90a2a4,0.14,false,false,near_mint,en,AUD,2026-09-07T11:20:44.874Z
Battlefield Raptor,KHM,Kaldheim,3,normal,common,2,56823,389f0045-218d-41cd-bdca-8a9a0ab1b31b,0.25,false,false,near_mint,en,AUD,2026-09-07T11:20:44.876Z
Battershield Warrior,KHM,Kaldheim,2,normal,uncommon,2,57168,fb79dc85-f85a-4846-9ac3-c75c64ea9c0a,0.17,false,false,near_mint,en,AUD,2026-09-07T11:20:44.879Z
Valkyrie's Sword,KHM,Kaldheim,36,normal,uncommon,2,56992,97873c66-6bff-4d79-850c-1e2663098ef4,0.29,false,false,near_mint,en,AUD,2026-09-07T11:20:44.882Z
Littjara Glade-Warden,KHM,Kaldheim,182,normal,uncommon,1,57030,a92dde51-310e-4f28-bd3b-d43b639785ec,0.21,false,false,near_mint,en,AUD,2026-09-07T11:26:23.726Z
Roots of Wisdom,KHM,Kaldheim,190,normal,common,1,56936,734afb5b-3163-47fa-856f-8a85b9da22d3,0.43,false,false,near_mint,en,AUD,2026-09-07T11:26:23.751Z
Blizzard Brawl,KHM,Kaldheim,162,normal,uncommon,1,56907,6318918f-34e4-4bbf-9816-8e88f21ae324,0.42,false,false,near_mint,en,AUD,2026-09-07T11:26:23.758Z
Story Seeker,KHM,Kaldheim,34,normal,common,2,57119,e3dae817-3db1-4edf-86ba-c2c2b238fcf5,0.22,false,false,near_mint,en,AUD,2026-09-07T11:26:23.663Z
Pilfering Hawk,KHM,Kaldheim,71,normal,common,2,56942,76ee3829-8dec-4c0f-a6c2-ad47a1c94cfc,0.36,false,false,near_mint,en,AUD,2026-09-07T11:26:23.667Z
Mists of Littjara,KHM,Kaldheim,67,normal,common,2,56923,6cfd4944-790f-4835-a8a1-c23ef7047648,0.04,false,false,near_mint,en,AUD,2026-09-07T11:26:23.669Z
Karfell Harbinger,KHM,Kaldheim,65,normal,common,2,56858,4911016c-b92a-47cc-9553-b424d7be196a,0.17,false,false,near_mint,en,AUD,2026-09-07T11:26:23.670Z
Glimpse the Cosmos,KHM,Kaldheim,60,normal,uncommon,2,57110,dc96ebe8-f4b3-4788-a6f5-2a50b6c0d935,0.39,false,false,near_mint,en,AUD,2026-09-07T11:26:23.673Z
Disdainful Stroke,KHM,Kaldheim,54,normal,common,2,56940,7691ac89-f8ba-493e-aa11-5674a783dffb,0.36,false,false,near_mint,en,AUD,2026-09-07T11:26:23.674Z
Depart the Realm,KHM,Kaldheim,53,normal,common,2,56805,2ce0403d-76ed-4eb0-abdd-74ed28f96137,0.33,false,false,near_mint,en,AUD,2026-09-07T11:26:23.677Z
Avalanche Caller,KHM,Kaldheim,45,normal,uncommon,2,56973,89cef049-6a47-4264-b2bc-b9d291a09c4c,0.39,false,false,near_mint,en,AUD,2026-09-07T11:26:23.678Z
Giant's Amulet,KHM,Kaldheim,59,normal,uncommon,2,57035,ab8b1ec2-9303-4722-8644-b3bc1a5c387f,0.44,false,false,near_mint,en,AUD,2026-09-07T11:26:23.681Z
Frost Augur,KHM,Kaldheim,56,normal,uncommon,2,57014,a2ae592f-caf6-445a-970b-f8101998e657,0.4,false,false,near_mint,en,AUD,2026-09-07T11:26:23.682Z
Bind the Monster,KHM,Kaldheim,48,normal,common,2,56740,080be8d1-e453-4250-b917-f0eb26644895,0.28,false,false,near_mint,en,AUD,2026-09-07T11:26:23.685Z
Gods' Hall Guardian,KHM,Kaldheim,13,normal,common,2,57129,e8e645c8-90ac-4865-b441-e64251d6c9a8,0.25,false,false,near_mint,en,AUD,2026-09-07T11:26:23.687Z
Warhorn Blast,KHM,Kaldheim,38,normal,common,2,56837,3fc98aff-edc0-4f78-ae4f-e08735c9e512,0.24,false,false,near_mint,en,AUD,2026-09-07T11:26:23.689Z
Master Skald,KHM,Kaldheim,19,normal,common,2,56919,6b269e27-8e17-4bf2-b28a-a83ecc7d22c0,0.14,false,false,near_mint,en,AUD,2026-09-07T11:26:23.690Z
Stalwart Valkyrie,KHM,Kaldheim,31,normal,common,2,56974,89ecb530-e429-4b50-a24c-8437614cf224,0.28,false,false,near_mint,en,AUD,2026-09-07T11:26:23.693Z
Axgard Braggart,KHM,Kaldheim,1,normal,common,2,56865,4de5ff64-6fe7-4fc5-be27-cdbaa14545ab,0.22,false,false,near_mint,en,AUD,2026-09-07T11:26:23.694Z
Starnheim Courser,KHM,Kaldheim,32,normal,common,2,56892,5c5373dd-4aec-4e93-97fb-a639aa096764,0.32,false,false,near_mint,en,AUD,2026-09-07T11:26:23.697Z
Iron Verdict,KHM,Kaldheim,17,normal,common,2,56808,2fb38f5b-a2c2-4b06-8c9c-9615475a43e7,0.29,false,false,near_mint,en,AUD,2026-09-07T11:26:23.699Z
Invoke the Divine,KHM,Kaldheim,16,normal,common,2,56934,7213d9e1-e9c6-45d8-bb7f-336c41e7b6f7,0.39,false,false,near_mint,en,AUD,2026-09-07T11:26:23.700Z
Goldmaw Champion,KHM,Kaldheim,14,normal,common,2,56846,44d4cd64-8560-48f5-b0bc-f75286c1c91c,0.14,false,false,near_mint,en,AUD,2026-09-07T11:26:23.703Z
Doomskar Oracle,KHM,Kaldheim,10,normal,common,2,56924,6dae01c8-15bb-44ad-a2c6-9bcf7a9e8c17,0.21,false,false,near_mint,en,AUD,2026-09-07T11:26:23.704Z
Forging the Tyrite Sword,KHM,Kaldheim,211,normal,uncommon,2,56829,3ce46100-461d-424e-afa4-7a0bb7d0a822,0.42,false,false,near_mint,en,AUD,2026-09-07T11:26:23.708Z
Niko Defies Destiny,KHM,Kaldheim,226,normal,uncommon,2,56766,19312f53-5b9d-4e76-91e8-65f444bb68c9,0.15,false,false,near_mint,en,AUD,2026-09-07T11:26:23.710Z
Fall of the Impostor,KHM,Kaldheim,208,normal,uncommon,2,57104,d7de696a-49c2-421d-a86c-bcffd68870c6,0.36,false,false,near_mint,en,AUD,2026-09-07T11:26:23.712Z
Ravenous Lindwurm,KHM,Kaldheim,187,normal,common,2,56995,9961e3fc-167e-4043-8510-cc5cf08d473e,0.25,false,false,near_mint,en,AUD,2026-09-07T11:26:23.714Z
